search_title,search_authors,search_publisher,title,authors,publisher,published_date,description,page_count,categories,language,thumbnail,use_title,use_author,use_publisher,errors
ベイズ統計の理論と方法,渡辺澄夫,コロナ社,ベイズ統計の理論と方法,渡辺澄夫,,2012-04-12,,226,Bayesian statistical decision theory,ja,http://books.google.com/books/content?id=mlOquAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ベイズ統計データ分析―R & WinBUGS,古谷知之,朝倉書店,RとStanではじめるベイズ統計モデリングによるデータ分析入門,馬場真哉,,2019-07-08,「統計モデリングの世界」へのファーストブック。基礎から学べる超入門。チュートリアル形式だから、すぐに実践できる!統計、確率、ベイズ推論、MCMCの基本事項から、やさしくサポート!brmsやbayesplotなどのパッケージの使い方も、しっかり身につく!...,351,,ja,http://books.google.com/books/content?id=Dd1xxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ベイズ統計データ解析,姜興起,共立出版,ベイズ統計データ解析,姜興起,,2010-07,ベイズ統計学の基礎知識が深まるよう配慮...,0,Bayesian statistical decision theory,ja,http://books.google.com/books/content?id=TUrIbwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ベイズ統計モデリング,安道知寛,朝倉書店,ベイズ統計モデリング,安道知寛,,2010-02,ベイズ的統計モデリングとモデル選択基準...,187,Bayesian statistical decision theory,ja,http://books.google.com/books/content?id=jzp-RAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ベイズ統計入門,繁桝算男,東京大学出版会,ベイズ統計入門,,,1985,,225,,ja,,1.0,1.0,1.0,0
ベイズ統計分析ハンドブック,繁桝算男，岸野洋久，大森裕浩,朝倉書店,ベイズ統計分析ハンドブック,"D.K.デイ, C.R.ラオ",,2011-06,ベイズ統計の基礎から応用までを集大成...,1047,,ja,http://books.google.com/books/content?id=J2SkZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
ベイズ統計学入門,渡部洋,福村出版,ベイズ統計学入門,渡部洋,,1999-09,母集団の特徴や、集団間の関係を効率的に推測することに都合のよいベイズ統計学を初歩から解説した入門書。いま手元にある事前情報を使いながら、ベイズの定理にもとづいて、確率的に推測を行うベイズ統計学の考え方を、できるだけわかりやすく述べる。...,249,,ja,http://books.google.com/books/content?id=dCqfAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ベイズ統計学概説,松原望,培風館,ベイズ統計学概説,松原望,,2010-03,ベイズ統計学の入門的解説書。従来の統計学である「フィッシャー‐ネイマン‐ピアソン理論」にも配慮しつつ、ベイズ統計学の見方・考え方を、さまざまな具体例を取り上げながら、数理的側面からやさしく丁寧に解説。適宜設けられた囲み記事に、関連トピック、およびさらなる発展的話題が取り上げられ、参考文献も充実している。...,255,,ja,http://books.google.com/books/content?id=axbcSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ポイントで学ぶ科学英語論文の書き方 改訂版,小野義正,丸善出版,ポイントで学ぶ科学英語論文の書き方,小野義正,,2001-03,重要ポイントを例題を交えて簡明に解説...,180,English language,ja,http://books.google.com/books/content?id=0atPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
マシンラーニング,辻谷將明，竹澤邦夫,共立出版,マシンラーニング,"辻谷將明, 竹澤邦夫",,2015-02-25,,275,,ja,http://books.google.com/books/content?id=iO0CrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
マルコフ連鎖モンテカルロ法,豊田秀樹,朝倉書店,マルコフ連鎖モンテカルロ法,豊田秀樹,,2008-05,多数の応用例でMCMC法を徹底的に解説...,280,,ja,,1.0,0.0,1.0,0
マーケティングのための統計分析,生田目崇,オーム社,マーケティングのための統計分析,生田目 崇 ,株式会社 オーム社,2017-11-28,購買履歴の評価からマーケティングミックスの最適化、ソーシャルネットワークのデータ分析まで 本書は、マーケティング分析を行う際の諸相それぞれに関するデータ分析手法について論じます。伝統的な統計手法から、現在注目されている最新の手法までを網羅しながら、入手できるデータをどのように分析し、料理するかのレシピとして活用されることを期待します。 本書の大きな特徴として、分析の方向性を定番的な手法で示した後、マーケティング視点での分析について紹介し、マーケティング分析において、各分析手法をどのように役立てるのかについて示します。 はじめに 第1章 マーケティングにおけるデータ分析 1.1 マーケティングとマーケティング・リサーチ 1.2 POS システムとID 付きPOS データの登場と活用 1.3 インターネットとマーケティング 1.4 ビッグデータ時代のマーケティング分析技術 第2章 マーケティング分析のためのデータ 2.1 マーケティング活動と消費者行動 2.2 消費者の購買プロセスの捉え方の変化 2.3 尺度について 2.4 インタビュー調査，アンケート調査データ 2.5 購買データ：POS データ，ID 付きPOS データ 2.6 スキャン・パネル・データ 2.7 購買行動に関連するデータ 2.8 顧客の行動・発信データ 第3章 記述統計：データの集計と可視化 3.1 データのクリーニングと加工 3.2 表によるデータの集計 3.3 グラフによるデータの可視化 3.4 一変量のデータの代表的な値を表す統計値 3.5 一変量のデータのばらつきを表す統計値 3.6 二変量間の統計値 第4章 推測統計：確率分布と統計的検定 4.1 確率変数と確率分布 4.2 離散確率分布 4.3 連続確率分布 4.4 中心極限定理と大数の法則 4.5 区間推定 4.6 統計的検定 4.7 過誤と検出力 第5章 売り場の評価 5.1 集計による売上の評価 5.2 売り場の計数管理 5.3 ABC 分析による重要カテゴリの評価 5.4 吸引力モデルによる商圏分析 5.5 回帰分析による売上予測 第6章 商品の評価 6.1 経営的視点からの商品の管理 6.2 主成分分析による商品の評価 6.3 相関ルール分析 6.4 コンジョイント分析による新商品企画の最適化 第7章 顧客の評価 7.1 顧客のセグメンテーション 7.2 優良顧客の評価 7.3 因子分析・共分散構造分析による顧客の潜在的ニーズの構造分析 7.4 確率選択モデルによる購買行動モデル 第8章 顧客志向のアプローチ 8.1 ターゲティング戦略の策定 8.2 対応分析による売り場配分策定 8.3 顧客へのレコメンデーション 8.4 潜在クラス分析による顧客の多様性の評価 第9章 ウェブ・マーケティング，ソーシャル・マーケティング 9.1 ネットワーク分析による消費者間の関係分析 9.2 テキスト・マイニングによるクチコミの解析 9.3 アクセス・ログ・データをもとにした顧客のサイト内行動分析 付録A 統計分布表 A.1 標準正規分布表 A.2 t 分布表 A.3 2 分布表 A.4 F 分布表 A.5 ウィルコクソンの符号順位和検定のための数表 A.6 ウィルコクソンの順位和検定のための数表 付録B 数理モデルの詳細 B.1 不偏分散の導出 B.2 最尤法 B.3 回帰分析の数理 B.4 多項ロジット・モデルの算出 B.5 主成分分析の数理 B.6 因子分析の数理 B.7 対応分析の数理 B.8 EM アルゴリズム B.9 吸収マルコフ連鎖モデルの数理 参考文献 索引...,237,Business & Economics,ja,http://books.google.com/books/content?id=IB5iDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
マーケティングデータ分析,中原孝信,朝倉書店,マーケティングデータ分析,中原孝信,,2021-09,マーケティングデータ分析の基礎を学ぶ。...,152,,ja,http://books.google.com/books/content?id=VQ2MzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
メッシュ統計,佐藤彰洋,共立出版,メッシュ統計,佐藤彰洋,,2019-07-15,,203,,ja,http://books.google.com/books/content?id=87pJxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
モデル選択,下平伊藤他,岩波書店,モデル選択,"下平英寿, 伊藤秀一, 竹内啓",,2004-12,真の値や情報源を推定するモデルの最適化...,230,,ja,http://books.google.com/books/content?id=ki7qAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
モンテカルロ統計計算,鎌谷研吾，駒木文保,,モンテカルロ統計計算,"鎌谷研吾, 駒木文保",講談社,2020-03-27,ベイズ統計を支えるMCMCをやさしく丁寧に! マルコフ連鎖モンテカルロ法（MCMC）が驚くほど真面目によくわかる！ 理解を助けるためのR言語のコードや章末の練習問題が充実！ モンテカルロ法の感覚を養ってもらうために「乱数の生成」を第2章で解説した。また，入門向けを標榜しながらも，後半の第4章以降では，和書で情報を得ることが難しい「エルゴード性」について踏み込んだ。 【主な内容】 1章 序論 2章 乱数 3章 積分法 4章 マルコフ連鎖 5章 ギフスサンプリング 6章 メトロポリス・ヘイスティングス法 【「巻頭言」より抜粋】 文部科学省は「数理及びデータサイエンスに係る教育強化拠点」6 大学(北海道大学、東京大学、滋賀大学、京都大学、大阪大学、九州大学)を選定し、拠点校は「数理・データサイエンス教育強化拠点コンソーシアム」を設立して、全国の大学に向けたデータサイエンス教育の指針や教育コンテンツの作成をおこなっています。 本シリーズは、コンソーシアムのカリキュラム分科会が作成したデータサイエンスに関するスキルセットに準拠した標準的な教科書シリーズを目指して編集されました。またコンソーシアムの教材分科会委員の先生方には各巻の原稿を読んでいただき、貴重なコメントをいただきました。 データサイエンスは、従来からの統計学とデータサイエンスに必要な情報学の二つの分野を基礎としますが、データサイエンスの教育のためには、データという共通点からこれらの二つの分野を融合的に扱うことが必要です。この点で本シリーズは、これまでの統計学やコンピュータ科学の個々の教科書とは性格を異にしており、ビッグデータの時代にふさわしい内容を提供します。本シリーズが全国の大学で活用されることを期待いたします。 ――編集委員長 竹村彰通(滋賀大学データサイエンス学部学部長、教授) 【推薦の言葉】 データサイエンスの教育の場や実践の場で利用されることを強く意識して、動機付け、題材選び、説明の仕方、例題選びが工夫されており、従来の教科書とは異なりデータサイエンス向けの入門書となっている。 ――北川源四郎(東京大学特任教授、元統計数理研究所所長) 国を挙げて先端IT人材の育成を迅速に進める必要があり、本シリーズはまさにこの目的に合致しています。本シリーズが、初学者にとって信頼できる案内人となることを期待します。 ――杉山将(理化学研究所革新知能統合研究センターセンター長、東京大学教授)...,263,Computers,ja,http://books.google.com/books/content?id=NHbrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,0.0,0
ランダム行列の数理と科学,渡辺澄夫,森北出版,ランダム行列の数理と科学,"渡辺澄夫, 永尾太郎, 樺島祥介, 田中利幸, 中島伸一",,2014-04-28,立ち現れる普遍性。広がる応用。物理学、学習理論、情報学、...さまざまな分野で顔を出す「ランダム行列」。その数理を紐解き統計物理・確率論との関わりも論じる。ランダム行列に初めて出会う人から研究で使う人にまで、広く役立つ一冊。...,172,,ja,http://books.google.com/books/content?id=cLZ_oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
リーダブルコード ――より良いコードを書くためのシンプルで実践的なテクニック,Dustin Boswell，Trevor Foucher,オライリー,リーダブルコード,"Dustin Boswell, Trevor Foucher","O'Reilly Media, Inc.",2012-06,読んでわかるコードの重要性と方法について解説...,237,,ja,http://books.google.com/books/content?id=Wx1dLwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ロバストPython,Patrick Viafore，鈴木駿，長尾高弘,オライリー・ジャパン,ロバストPython,Patrick Viafore,,2023-03,Pythonの型を用いてメンテナンスに適したコードを記述する方法を解説。基本的から静的解析や高度なテスト技法をまでを扱う。...,0,,ja,http://books.google.com/books/content?id=Ue66zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
一般化線形モデル,粕谷英一,共立出版,一般化線形モデル入門,"Annette J. Dobson, 田中豊",,2008-09,一般化線形モデルの理論をしっかり解説...,0,,ja,http://books.google.com/books/content?id=F0iqPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
不完全データの統計解析,岩崎学,エコノミスト社,不完全データの統計解析,岩崎学,,2002-03,,368,,ja,,1.0,1.0,1.0,0
主成分分析,上田尚一,朝倉書店,主成分分析,上田尚一,,2003-03,データの情報を集約した総合指標を得る方法...,251,,ja,http://books.google.com/books/content?id=YcdbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
予測にいかす統計モデリングの基本-ベイズ統計入門から応用まで-,樋口知之,講談社,予測にいかす統計モデリングの基本　改訂第２版　ベイズ統計入門から応用まで,樋口知之,講談社,2022-07-22,※この商品はタブレットなど大きいディスプレイを備えた端末で読むことに適しています。また、文字だけを拡大することや、文字列のハイライト、検索、辞書の参照、引用などの機能が使用できません。 ◆◆ロングセラー、10年ぶりの改訂◆◆ ・全ページをフルカラー化したので、図表もさらにわかりやすく！ ・非定常時系列データ解析の基本を加筆（第8章を新設） データの見方や考え方から述べられた本当にほしかった入門書。 それぞれがもつ「予測したい」課題に自ら取り組むための基本を１冊にまとめた。 「モデリングが使えるということはわかった、これからは使いたい！」という人は必読。 統計のプロ中のプロが伝授する「匠の技」「匠の知恵」コラムも多数収録。 【推薦の言葉】 本書は予測のための統計的モデリングの方法を，基礎から具体的実践例に亘るまで明快に解説している特色ある著作である． 平易な記述でベイスの定理などの基礎から粒子フィルタやデータ同化などの先端的な内容までをカバーしている． 便利なブラックボックス型のAI予測では飽き足らず，自分が抱える具体的な課題に対して自らのアイデアを投入し，説明可能な予測をしてみようと思い立った人には必読の書である． ――北川 源四郎先生(東京大学特任教授、数理・データサイエンス教育強化拠点コンソーシアム 議長) 【まえがき（抜粋）】 統計学の強みは，生成モデルの構築に関する，さまざまな知見とノウハウの蓄積，またモデルに基づく意思決定の綿密な評価にある．ある種，モデリングに関する匠の技とも言える暗黙知に，統計学の存在感が増していくであろう．読者が本書を通じてこの暗黙知を習得されることを期待したい． 【目次】 〈基礎編〉 第1章 予測とは何かを考える 第2章 確率による記述：基礎体力をつける 第3章 統計モデル：予測機能を構造化する 第4章 計算アルゴリズム1：予測計算理論を学ぶ 〈展開編〉 第5章 計算アルゴリズム2：モデルを進化させる 第6章 粒子フィルタ：予測計算を実装する 第7章 乱数生成：不確実性をつくる 〈実践編〉 第8章 時系列解析の基本：傾向をつかむ 第9章 経験知の総結集：売上予測の精度を上げる 第10章 データ同化：シミュレーションの予測性能を向上させる 第11章 確率ロボティクス：お掃除ロボをつくる ※この商品は紙の書籍のページを画像にした電子書籍です。文字だけを拡大することはできませんので、タブレットサイズの端末での閲読を推奨します。また、文字列のハイライトや検索、辞書の参照、引用などの機能も使用できません。...,182,Mathematics,ja,http://books.google.com/books/content?id=JFB6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,1.0,1.0,0
事例で学ぶテキストマイニング,渕上美喜，末吉正成，高山泰博，今村誠，小木しのぶ，村田真樹，上田太一郎,共立出版,事例で学ぶテキストマイニング,村田真樹,,2008,具体的な事例を通してテキストマイニングを解説...,0,Data mining,ja,http://books.google.com/books/content?id=_GgkNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
人工知能・機械学習・ディープラーニング関連技術とその活用,技術セミナー・書籍の情報機構,情報機構,産業利用を考える人のための人工知能・機械学習・ディープラーニング関連技術とその活用,"市瀬龍太郎, 長橋賢吾, 山下隆義",,2016-06,,296,,ja,,1.0,0.0,1.0,0
仕事ではじめる機械学習 第2版,有賀康顕，中山心太，西林孝,オライリージャパン,仕事ではじめる機械学習,"有賀康顕, 中山心太, 西林孝",,2018,機械学習やデータ分析の道具をどのようにビジネスに生かしていけば良いのか、「仕事で使う」という観点から整理。...,229,,ja,http://books.google.com/books/content?id=q0YntAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
仕組みと使い方がわかる Docker&Kubernetesのきほんのきほん,小笠原種高,マイナビ出版,仕組みと使い方がわかるDocker & Kubernetesのきほんのきほん,小笠原種高,,2021-01-29,イラストで、1歩目から少しずつ。これならDockerがわかる!...,325,,ja,http://books.google.com/books/content?id=P-1IzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
代数幾何と学習理論,渡辺澄夫,森北出版株式会社,代数幾何と学習理論,渡辺澄夫,森北出版,2006-04,数学と学習理論の関係を明快に解説...,240,Literary Collections,ja,http://books.google.com/books/content?id=agNxiaLy_QMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,0.0,0
例に基づく情報理論,大石進一,講談社,例にもとづく情報理論入門,大石進一,,1993,,134,,ja,,0.0,1.0,1.0,0
入門 統計的因果推論,J. Pearl，落海浩,朝倉書店,入門統計的因果推論,"Judea Pearl, Madelyn Glymour, Nicholas P. Jewell",,2019-08,"大家Pearlによる入門書。統計的に原因を推定する考え方を,図と言葉で丁寧に解説。...",200,,ja,http://books.google.com/books/content?id=lKv-yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
入門パターン認識と機械学習,後藤正幸,コロナ社,入門パターン認識と機械学習,"後藤正幸, 小林学",,2014-04-30,,245,,ja,http://books.google.com/books/content?id=OiDfoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
入門ベイズ統計―意思決定の理論と発展,松原望,東京図書,入門ベイズ統計,松原望,,2008-06,ベイズ統計についてわかりやすく解説した...,218,,ja,http://books.google.com/books/content?id=eSjTOgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
入門機械学習,D. Conway，J. White,オライリージャパン,NumPyによるデータ分析入門,"Umit Mert Cakmak, Mert Cuhadaroglu",,2019-09,Pythonの数列と演算について丁寧に説明。NumPyを使いこなして科学計算や複雑な計算を楽に行う知識とスキルをマスターする。...,233,,ja,http://books.google.com/books/content?id=E4ksygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
入門統計解析法,永田靖,日科技連,入門統計解析法,永田靖,,1992,,288,,ja,,1.0,1.0,1.0,0
入門自然言語処理,steven bird，ewan klein，edward loper,オライリージャパン,入門自然言語処理,Steven Bird,"""O'Reilly Media, Inc.""",2010-11,自然言語処理の概念から実践までを詳説...,0,,ja,http://books.google.com/books/content?id=AARIzyX3ZhcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
具体抽象トレーニング,細谷功,PHPビジネス新書,「具体⇔抽象」トレーニング,細谷功,PHP研究所,2020-03-17,「具体と抽象（の往復）」。その思考回路を持つと、あなたの知的能力は劇的に進化する！ 「具体⇔抽象」とは、抽象化と具体化という形で具体と抽象を行き来する思考法のこと。斬新な発想をできるようになるだけでなく、無用な軋轢やコミュニケーションギャップの解消にも役立ちます。そこで本書では、「抽象化と具体化の基本動作」から「仕事・日常生活における実践・応用の仕方」まで解説するとともに、トレーニング問題も多数用意しました。 ●問題：「目覚まし時計」「懐中電灯」「旅行代理店」「カメラ」「お金」の共通点は？ ●問題：「自動車の座席」と「年末に配られるカレンダー」の共通点は？ ●問題：「理系」と「文系」の違いは何でしょうか？ ●問題：「成功」の反意語は何でしょうか？ ●問題：「現象と理論」「一般論と例外」「チャーハンと中華料理」「物々交換と貨幣取引」……どちらが具体で、どちらが抽象でしょうか？ こうした問題を解くうちに「具体⇔抽象」の思考回路が身につき、「自分の頭で考える力」が飛躍的にアップする一冊！ 【PHP研究所】...,246,Business & Economics,ja,http://books.google.com/books/content?id=m0HYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,0.0,0
分散分析を超えて,広津千尋,共立出版,実験データの解析,広津千尋,,1992,,0,,ja,http://books.google.com/books/content?id=0DljAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
分析者のためのデータ解釈学入門 データの本質をとらえる技術,江崎貴裕,ソシム,分析者のためのデータ解釈学入門データの本質をとらえる技術,江崎貴裕,,2020-12,データの取得・分析・解釈・活用の各段階で知っておくべき技術を網羅的に解説!データ分析者必携の全く新しい教科書!...,282,,ja,http://books.google.com/books/content?id=9Z0czgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
初等多変量解析,武藤眞介,朝倉書店,初等多変量解析,武藤眞介,,1999-02,本書は、可能なかぎり少ない予備知識で、多変量解析の理解を解説しようと試みたものである。本書の特徴は、限られた条件のもとでのわかりやすさを重視したことである。著者が作成したきわめて人工的なデータは、単純で読者が容易に利用できるように工夫されている。読者は、もし、数式による解説が苦手ならば、各事実をデータ上で確かめてみることができる。...,142,,ja,http://books.google.com/books/content?id=7URjGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
劣モジュラ最適化と機械学習,河原吉伸，永野清仁,講談社,劣モジュラ最適化と機械学習,"河原吉伸, 永野清仁",,2015-12-08,深淵な基礎理論が丁寧な展開ですっきりわかる。実用的なアルゴリズムを中心に紹介。構造正則化学習への道も具体的手順とともに解説。...,174,,ja,http://books.google.com/books/content?id=iin_jgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
効果検証入門〜正しい比較のための因果推論／計量経済学の基礎,安井翔太，株式会社ホクソエム,技術評論社,効果検証入門,安井翔太,,2020,「バイアス」を取り除くための技術。データによる裏付けがないことで、効果の質が問題になることは少ない。正しく比較ができていないため、因果関係を示すことができていないことの方が多い。...,221,,ja,http://books.google.com/books/content?id=1906zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
反実仮想機械学習　機械学習と因果推論の融合技術の理論と実践,齋藤優太,技術評論社,反実仮想機械学習〜機械学習と因果推論の融合技術の理論と実践,齋藤優太,,2024-04,反実仮想(Counterfactual)─ 起こり得たけれども実際には起こらなかった状況 ─ に関する正確な情報を得ることは、機械学習や意思決定最適化の応用において必要不可欠です。例えば、「現在運用している推薦アルゴリズムを仮に別のアルゴリズムに変えたとしたら、ユーザの行動はどのように変化するだろうか?」や「仮にある特定のユーザ群に新たなクーポンを与えたら、収益はどれほど増加するだろうか?」「仮に個々の生徒ごとに個別化されたカリキュラムを採用したら、1年後の平均成績はどれほど改善するだろうか」などの実務・社会でよくある問いに答えるためには、反実仮想に関する正確な情報を得る必要があります。こうした反実仮想の推定や比較に基づく意思決定の最適化を可能にするのが、反実仮想機械学習(CounterFactual Machine Learning; CFML)と総称される機械学習と因果推論の融合技術です。 反実仮想機械学習は、何らかの意思決定の最適化やその性能評価を行うすべての機械学習エンジニア・データサイエンティストに必要不可欠な考え方と基盤技術を提供します。しかし、予測や最適化、典型的な因果推論などすでに多く語り尽くされた話題に関する文献は増え続ける一方で、急速な発展を見せる反実仮想機械学習に関する体系的な記述や要約は、未だこの世に存在しないのが現状です。本書では、反実仮想機械学習の基礎的な考え方と最新技術を世界に先駆けて体系化することで、この看過できない現状を打破することを目指します。特に本書では、反実仮想機械学習の重要な基礎であるオフ方策評価と呼ばれる統計的推定問題を重点的に扱い、反実仮想に関する情報を観測データに基づいて正確に推定するために必要な考え方と統計技術を着実に身につけます。その後、オフ方策評価の自然な拡張として、観測データに基づく意思決定の最適化問題を扱います。こうして、反実仮想推定を最重要の基礎に据える反実仮想機械学習の思想と理論、それらの汎用的な応用力を身につけることが、本書における最大の目標です。 なお本書では、反実仮想機械学習に関する理論やその実践、Pythonを用いた実装をバランスよく扱っています。例えば、関連の学術研究や論文執筆を行いたい方向けには、理論に関する理解を深めるのに役立つ章末問題を提供しています。また本書6章には、機械学習や因果推論の実践現場で働く方々向けに独自に作成したケース問題を用いた反実仮想機械学習の応用例を示しました。そのため本書は、当該分野に関連する学術研究を行いたい学生・研究者の方やその実応用を行いたい実務家の方など、幅広い層や用途に有効活用していただける内容に仕上がっています。...,0,,ja,http://books.google.com/books/content?id=h4eL0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
問題解決力を鍛える！アルゴリズムとデータ構造,大槻兼資，秋葉拓哉,講談社,問題解決力を鍛える！アルゴリズムとデータ構造,"大槻兼資, 秋葉拓哉",講談社,2020-10-02,★この本を買わずして何を買う！！★ 競技プログラミング経験が豊富な著者が、「アルゴリズムを自分の道具としたい」という読者に向けて執筆。入門書を標榜しながら、AtCoderの例題、C++のコードが充実。入門書であり実践書でもある、生涯役立つテキストを目指した。 【推薦の言葉】 プログラムが「書ける」ことと、効率の良い結果を得ることには大分ギャップがある。本書は、どのようにすれば効率のよい結果が得られるか？ すなわちどのようなアルゴリズムを採用すればよいか？ という点に対して、幅広くかつ明快に解説している。 また本書は、アルゴリズム初心者に対して、アルゴリズムへの興味を惹かれるように記述されている。アルゴリズム上級者への初めの一歩には最適であろう。 ――河原林健一（国立情報学研究所副所長） 【全体を通して、アルゴリズムの設計技法を重視した構成】 まず、1、2章でアルゴリズムと計算量について概観します。そして、3～7章が、早くも本書のメインパートといえる部分であり、「アルゴリズムの設計技法」について詳しく解説します。これらの設計技法に関する話題は、多くの書籍では、最後の方で簡単に説明しています。しかし本書は、現実世界の問題を解決するための実践的なアルゴリズム設計技法の鍛錬を目指しています。そこで、アルゴリズム設計技法について前半で詳しく解説する構成としました。そして、これらの設計技法が後半の章でも随所に使われていくことを示していきます。 その後、8～11章では、設計したアルゴリズムを効果的に実現するうえで重要となるデータ構造を解説します。データ構造について学ぶことで、アルゴリズムの計算量を改善したり、また、C++やPythonなどで提供されている標準ライブラリの仕組みを理解して、それらを有効に活用したりすることができるようになります。 そしていったん、12章でソートアルゴリズムについての話題を挟んだ後に、13～16章でグラフアルゴリズムについて解説します。グラフは、非常に強力な数理科学的ツールです。多くの問題は、グラフに関する問題として定式化することで、見通しよく扱うことができるようになります。また、グラフアルゴリズムを設計するとき、3～7章で学ぶ設計技法や、8～11章で学ぶデータ構造が随所で活躍します。 最後に、17章で PとNPに関する話題を解説し、世の中には「効率的に解くアルゴリズムを設計することができそうにない難問」が多数あることを見ます。18章で、これらの難問に取り組むための方法論をまとめます。ここでも、動的計画法 (5章) や貪欲法 (7章) といった設計技法が活躍します。...,461,Computers,ja,http://books.google.com/books/content?id=zB4NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
因果推論入門〜ミックステープ：基礎から現代的アプローチまで,Scott Cunningham，加藤真大，河中祥吾，白木紀行，冨田燿志，早川裕太，兵頭亮介，藤田光明，邊土名朝飛，森脇大輔，安井翔太,技術評論者,,,,,,,,,,,,,1
図解即戦力 機械学習&ディープラーニングのしくみと技術がこれ1冊でしっかりわかる教科書,株式会社アイデミー山口達輝，株式会社アイデミー松田洋之,技術評論社,機械学習&ディープラーニングのしくみと技術がこれ1冊でしっかりわかる教科書,"山口達輝, 松田洋之",,2019-09,キーワードベースで基礎知識やコア技術をわかりやすく理解できる!就職・転職を目指す学生やエンジニアから関連部門の営業やビジネスマンまで、技術の必須知識をまるごと理解!!...,240,,ja,http://books.google.com/books/content?id=ShRPyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
国際学会Englishスピーキング・エクササイズ口演・発表・応答,C.S. Langham,医歯薬出版株式会社,国際学会English スピーキング・エクササイズ,C. S. Langham,,2010-03-01,,108,,ja,http://books.google.com/books/content?id=uLaMRAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
圧縮処理プログラミング,昌達慶仁,ソフトバンククリエイティブ,詳解圧縮処理プログラミング,昌達慶仁,,2010-10,ランレングス符号化、ワイル符号化、LZ符号化など可逆圧縮の基礎から、ウェーブレット変換を用いた非可逆圧縮まで、豊富なプログラム例により徹底解説。...,444,,ja,http://books.google.com/books/content?id=5ro-kgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
